Source,Target,UID,#NACE,#ISIC,#NACE matches,#ISIC matches
A,A,F6.0001,NACE-A,ISIC-A,1,1
01,01,F6.0002,NACE-01,ISIC-01,1,1
01.1,011,F6.0003,NACE-01.1,ISIC-011,1,1
01.11,0111,F6.0004,NACE-01.11,ISIC-0111,1,1
01.12,0112,F6.0005,NACE-01.12,ISIC-0112,1,1
01.13,0113,F6.0006,NACE-01.13,ISIC-0113,1,1
01.14,0114,F6.0007,NACE-01.14,ISIC-0114,1,1
01.15,0115,F6.0008,NACE-01.15,ISIC-0115,1,1
01.16,0116,F6.0009,NACE-01.16,ISIC-0116,1,1
01.19,0119,F6.0010,NACE-01.19,ISIC-0119,1,1
01.2,012,F6.0011,NACE-01.2,ISIC-012,1,1
01.21,0121,F6.0012,NACE-01.21,ISIC-0121,1,1
01.22,0122,F6.0013,NACE-01.22,ISIC-0122,1,1
01.23,0123,F6.0014,NACE-01.23,ISIC-0123,1,1
01.24,0124,F6.0015,NACE-01.24,ISIC-0124,1,1
01.25,0125,F6.0016,NACE-01.25,ISIC-0125,1,1
01.26,0126,F6.0017,NACE-01.26,ISIC-0126,1,1
01.27,0127,F6.0018,NACE-01.27,ISIC-0127,1,1
01.28,0128,F6.0019,NACE-01.28,ISIC-0128,1,1
01.29,0129,F6.0020,NACE-01.29,ISIC-0129,1,1
01.3,013,F6.0021,NACE-01.3,ISIC-013,1,1
01.30,0130,F6.0022,NACE-01.30,ISIC-0130,1,1
01.4,014,F6.0023,NACE-01.4,ISIC-014,1,1
01.41,0141,F6.0024,NACE-01.41,ISIC-0141,1,1
01.42,0141,F6.0025,NACE-01.42,ISIC-0141,1,1
01.43,0142,F6.0026,NACE-01.43,ISIC-0142,1,1
01.44,0143,F6.0027,NACE-01.44,ISIC-0143,1,1
01.45,0144,F6.0028,NACE-01.45,ISIC-0144,1,1
01.46,0145,F6.0029,NACE-01.46,ISIC-0145,1,1
01.47,0146,F6.0030,NACE-01.47,ISIC-0146,1,1
01.49,0149,F6.0031,NACE-01.49,ISIC-0149,1,1
01.5,015,F6.0032,NACE-01.5,ISIC-015,1,1
01.50,0150,F6.0033,NACE-01.50,ISIC-0150,1,1
01.6,016,F6.0034,NACE-01.6,ISIC-016,1,1
01.61,0161,F6.0035,NACE-01.61,ISIC-0161,1,1
01.62,0162,F6.0036,NACE-01.62,ISIC-0162,1,1
01.63,0163,F6.0037,NACE-01.63,ISIC-0163,1,1
01.64,0164,F6.0038,NACE-01.64,ISIC-0164,1,1
01.7,017,F6.0039,NACE-01.7,ISIC-017,1,1
01.70,0170,F6.0040,NACE-01.70,ISIC-0170,1,1
02,02,F6.0041,NACE-02,ISIC-02,1,1
02.1,021,F6.0042,NACE-02.1,ISIC-021,1,1
02.10,0210,F6.0043,NACE-02.10,ISIC-0210,1,1
02.2,022,F6.0044,NACE-02.2,ISIC-022,1,1
02.20,0220,F6.0045,NACE-02.20,ISIC-0220,1,1
02.3,023,F6.0046,NACE-02.3,ISIC-023,1,1
02.30,0230,F6.0047,NACE-02.30,ISIC-0230,1,1
02.4,024,F6.0048,NACE-02.4,ISIC-024,1,1
02.40,0240,F6.0049,NACE-02.40,ISIC-0240,1,1
03,03,F6.0050,NACE-03,ISIC-03,1,1
03.1,031,F6.0051,NACE-03.1,ISIC-031,1,1
03.11,0311,F6.0052,NACE-03.11,ISIC-0311,1,1
03.12,0312,F6.0053,NACE-03.12,ISIC-0312,1,1
03.2,032,F6.0054,NACE-03.2,ISIC-032,1,1
03.21,0321,F6.0055,NACE-03.21,ISIC-0321,1,1
03.22,0322,F6.0056,NACE-03.22,ISIC-0322,1,1
B,B,F6.0057,NACE-B,ISIC-B,1,1
05,05,F6.0058,NACE-05,ISIC-05,1,1
05.1,051,F6.0059,NACE-05.1,ISIC-051,1,1
05.10,0510,F6.0060,NACE-05.10,ISIC-0510,1,1
05.2,052,F6.0061,NACE-05.2,ISIC-052,1,1
05.20,0520,F6.0062,NACE-05.20,ISIC-0520,1,1
06,06,F6.0063,NACE-06,ISIC-06,1,1
06.1,061,F6.0064,NACE-06.1,ISIC-061,1,1
06.10,0610,F6.0065,NACE-06.10,ISIC-0610,1,1
06.2,062,F6.0066,NACE-06.2,ISIC-062,1,1
06.20,0620,F6.0067,NACE-06.20,ISIC-0620,1,1
07,07,F6.0068,NACE-07,ISIC-07,1,1
07.1,071,F6.0069,NACE-07.1,ISIC-071,1,1
07.10,0710,F6.0070,NACE-07.10,ISIC-0710,1,1
07.2,072,F6.0071,NACE-07.2,ISIC-072,1,1
07.21,0721,F6.0072,NACE-07.21,ISIC-0721,1,1
07.29,0729,F6.0073,NACE-07.29,ISIC-0729,1,1
08,08,F6.0074,NACE-08,ISIC-08,1,1
08.1,081,F6.0075,NACE-08.1,ISIC-081,1,1
08.11,0810,F6.0076,NACE-08.11,ISIC-0810,1,1
08.12,0810,F6.0077,NACE-08.12,ISIC-0810,1,1
08.9,089,F6.0078,NACE-08.9,ISIC-089,1,1
08.91,0891,F6.0079,NACE-08.91,ISIC-0891,1,1
08.92,0892,F6.0080,NACE-08.92,ISIC-0892,1,1
08.93,0893,F6.0081,NACE-08.93,ISIC-0893,1,1
08.99,0899,F6.0082,NACE-08.99,ISIC-0899,1,1
09,09,F6.0083,NACE-09,ISIC-09,1,1
09.1,091,F6.0084,NACE-09.1,ISIC-091,1,1
09.10,0910,F6.0085,NACE-09.10,ISIC-0910,1,1
09.9,099,F6.0086,NACE-09.9,ISIC-099,1,1
09.90,0990,F6.0087,NACE-09.90,ISIC-0990,1,1
C,C,F6.0088,NACE-C,ISIC-C,1,1
10,10,F6.0089,NACE-10,ISIC-10,1,1
10.1,101,F6.0090,NACE-10.1,ISIC-101,1,1
10.11,1010,F6.0091,NACE-10.11,ISIC-1010,1,1
10.12,1010,F6.0092,NACE-10.12,ISIC-1010,1,1
10.13,1010,F6.0093,NACE-10.13,ISIC-1010,1,1
10.2,102,F6.0094,NACE-10.2,ISIC-102,1,1
10.20,1020,F6.0095,NACE-10.20,ISIC-1020,1,1
10.3,103,F6.0096,NACE-10.3,ISIC-103,1,1
10.31,1030,F6.0097,NACE-10.31,ISIC-1030,1,1
10.32,1030,F6.0098,NACE-10.32,ISIC-1030,1,1
10.39,1030,F6.0099,NACE-10.39,ISIC-1030,1,1
10.4,104,F6.0100,NACE-10.4,ISIC-104,1,1
10.41,1040,F6.0101,NACE-10.41,ISIC-1040,1,1
10.42,1040,F6.0102,NACE-10.42,ISIC-1040,1,1
10.5,105,F6.0103,NACE-10.5,ISIC-105,1,1
10.51,1050,F6.0104,NACE-10.51,ISIC-1050,1,1
10.52,1050,F6.0105,NACE-10.52,ISIC-1050,1,1
10.6,106,F6.0106,NACE-10.6,ISIC-106,1,1
10.61,1061,F6.0107,NACE-10.61,ISIC-1061,1,1
10.62,1062,F6.0108,NACE-10.62,ISIC-1062,1,1
10.7,107,F6.0109,NACE-10.7,ISIC-107,1,1
10.71,1071,F6.0110,NACE-10.71,ISIC-1071,1,1
10.72,1071,F6.0111,NACE-10.72,ISIC-1071,1,1
10.73,1074,F6.0112,NACE-10.73,ISIC-1074,1,1
10.8,107,F6.0113,NACE-10.8,ISIC-107,1,1
10.81,1072,F6.0114,NACE-10.81,ISIC-1072,1,1
10.82,1073,F6.0115,NACE-10.82,ISIC-1073,1,1
10.83,1079,F6.0116,NACE-10.83,ISIC-1079,1,1
10.84,1079,F6.0117,NACE-10.84,ISIC-1079,1,1
10.85,1075,F6.0118,NACE-10.85,ISIC-1075,1,1
10.86,1079,F6.0119,NACE-10.86,ISIC-1079,1,1
10.89,1079,F6.0120,NACE-10.89,ISIC-1079,1,1
10.9,108,F6.0121,NACE-10.9,ISIC-108,1,1
10.91,1080,F6.0122,NACE-10.91,ISIC-1080,1,1
10.92,1080,F6.0123,NACE-10.92,ISIC-1080,1,1
11,11,F6.0124,NACE-11,ISIC-11,1,1
11.0,110,F6.0125,NACE-11.0,ISIC-110,1,1
11.01,1101,F6.0126,NACE-11.01,ISIC-1101,1,1
11.02,1102,F6.0127,NACE-11.02,ISIC-1102,1,1
11.03,1102,F6.0128,NACE-11.03,ISIC-1102,1,1
11.04,1102,F6.0129,NACE-11.04,ISIC-1102,1,1
11.05,1103,F6.0130,NACE-11.05,ISIC-1103,1,1
11.06,1103,F6.0131,NACE-11.06,ISIC-1103,1,1
11.07,1104,F6.0132,NACE-11.07,ISIC-1104,1,1
12,12,F6.0133,NACE-12,ISIC-12,1,1
12.0,120,F6.0134,NACE-12.0,ISIC-120,1,1
12.00,1200,F6.0135,NACE-12.00,ISIC-1200,1,1
13,13,F6.0136,NACE-13,ISIC-13,1,1
13.1,131,F6.0137,NACE-13.1,ISIC-131,1,1
13.10,1311,F6.0138,NACE-13.10,ISIC-1311,1,1
13.2,131,F6.0139,NACE-13.2,ISIC-131,1,1
13.20,1312,F6.0140,NACE-13.20,ISIC-1312,1,1
13.3,131,F6.0141,NACE-13.3,ISIC-131,1,1
13.30,1313,F6.0142,NACE-13.30,ISIC-1313,1,1
13.9,139,F6.0143,NACE-13.9,ISIC-139,1,1
13.91,1391,F6.0144,NACE-13.91,ISIC-1391,1,1
13.92,1392,F6.0145,NACE-13.92,ISIC-1392,1,1
13.93,1393,F6.0146,NACE-13.93,ISIC-1393,1,1
13.94,1394,F6.0147,NACE-13.94,ISIC-1394,1,1
13.95,1399,F6.0148,NACE-13.95,ISIC-1399,1,1
13.96,1399,F6.0149,NACE-13.96,ISIC-1399,1,1
13.99,1399,F6.0150,NACE-13.99,ISIC-1399,1,1
14,14,F6.0151,NACE-14,ISIC-14,1,1
14.1,141,F6.0152,NACE-14.1,ISIC-141,1,1
14.11,1410,F6.0153,NACE-14.11,ISIC-1410,1,1
14.12,1410,F6.0154,NACE-14.12,ISIC-1410,1,1
14.13,1410,F6.0155,NACE-14.13,ISIC-1410,1,1
14.14,1410,F6.0156,NACE-14.14,ISIC-1410,1,1
14.19,1410,F6.0157,NACE-14.19,ISIC-1410,1,1
14.2,142,F6.0158,NACE-14.2,ISIC-142,1,1
14.20,1420,F6.0159,NACE-14.20,ISIC-1420,1,1
14.3,143,F6.0160,NACE-14.3,ISIC-143,1,1
14.31,1430,F6.0161,NACE-14.31,ISIC-1430,1,1
14.39,1430,F6.0162,NACE-14.39,ISIC-1430,1,1
15,15,F6.0163,NACE-15,ISIC-15,1,1
15.1,151,F6.0164,NACE-15.1,ISIC-151,1,1
15.11,1511,F6.0165,NACE-15.11,ISIC-1511,1,1
15.12,1512,F6.0166,NACE-15.12,ISIC-1512,1,1
15.2,152,F6.0167,NACE-15.2,ISIC-152,1,1
15.20,1520,F6.0168,NACE-15.20,ISIC-1520,1,1
16,16,F6.0169,NACE-16,ISIC-16,1,1
16.1,161,F6.0170,NACE-16.1,ISIC-161,1,1
16.10,1610,F6.0171,NACE-16.10,ISIC-1610,1,1
16.2,162,F6.0172,NACE-16.2,ISIC-162,1,1
16.21,1621,F6.0173,NACE-16.21,ISIC-1621,1,1
16.22,1622,F6.0174,NACE-16.22,ISIC-1622,1,1
16.23,1622,F6.0175,NACE-16.23,ISIC-1622,1,1
16.24,1623,F6.0176,NACE-16.24,ISIC-1623,1,1
16.29,1629,F6.0177,NACE-16.29,ISIC-1629,1,1
17,17,F6.0178,NACE-17,ISIC-17,1,1
17.1,170,F6.0179,NACE-17.1,ISIC-170,1,1
17.11,1701,F6.0180,NACE-17.11,ISIC-1701,1,1
17.12,1701,F6.0181,NACE-17.12,ISIC-1701,1,1
17.2,170,F6.0182,NACE-17.2,ISIC-170,1,1
17.21,1702,F6.0183,NACE-17.21,ISIC-1702,1,1
17.22,1709,F6.0184,NACE-17.22,ISIC-1709,1,1
17.23,1709,F6.0185,NACE-17.23,ISIC-1709,1,1
17.24,1709,F6.0186,NACE-17.24,ISIC-1709,1,1
17.29,1709,F6.0187,NACE-17.29,ISIC-1709,1,1
18,18,F6.0188,NACE-18,ISIC-18,1,1
18.1,181,F6.0189,NACE-18.1,ISIC-181,1,1
18.11,1811,F6.0190,NACE-18.11,ISIC-1811,1,1
18.12,1811,F6.0191,NACE-18.12,ISIC-1811,1,1
18.13,1812,F6.0192,NACE-18.13,ISIC-1812,1,1
18.14,1812,F6.0193,NACE-18.14,ISIC-1812,1,1
18.2,182,F6.0194,NACE-18.2,ISIC-182,1,1
18.20,1820,F6.0195,NACE-18.20,ISIC-1820,1,1
19,19,F6.0196,NACE-19,ISIC-19,1,1
19.1,191,F6.0197,NACE-19.1,ISIC-191,1,1
19.10,1910,F6.0198,NACE-19.10,ISIC-1910,1,1
19.2,192,F6.0199,NACE-19.2,ISIC-192,1,1
19.20,1920,F6.0200,NACE-19.20,ISIC-1920,1,1
20,20,F6.0201,NACE-20,ISIC-20,1,1
20.1,201,F6.0202,NACE-20.1,ISIC-201,1,1
20.11,2011,F6.0203,NACE-20.11,ISIC-2011,1,1
20.12,2011,F6.0204,NACE-20.12,ISIC-2011,1,1
20.13,2011,F6.0205,NACE-20.13,ISIC-2011,1,1
20.14,2011,F6.0206,NACE-20.14,ISIC-2011,1,1
20.15,2012,F6.0207,NACE-20.15,ISIC-2012,1,1
20.16,2013,F6.0208,NACE-20.16,ISIC-2013,1,1
20.17,2013,F6.0209,NACE-20.17,ISIC-2013,1,1
20.2,202,F6.0210,NACE-20.2,ISIC-202,1,1
20.20,2021,F6.0211,NACE-20.20,ISIC-2021,1,1
20.3,202,F6.0212,NACE-20.3,ISIC-202,1,1
20.30,2022,F6.0213,NACE-20.30,ISIC-2022,1,1
20.4,202,F6.0214,NACE-20.4,ISIC-202,1,1
20.41,2023,F6.0215,NACE-20.41,ISIC-2023,1,1
20.42,2023,F6.0216,NACE-20.42,ISIC-2023,1,1
20.5,202,F6.0217,NACE-20.5,ISIC-202,1,1
20.51,2029,F6.0218,NACE-20.51,ISIC-2029,1,1
20.52,2029,F6.0219,NACE-20.52,ISIC-2029,1,1
20.53,2029,F6.0220,NACE-20.53,ISIC-2029,1,1
20.59,2029,F6.0221,NACE-20.59,ISIC-2029,1,1
20.6,203,F6.0222,NACE-20.6,ISIC-203,1,1
20.60,2030,F6.0223,NACE-20.60,ISIC-2030,1,1
21,21,F6.0224,NACE-21,ISIC-21,1,1
21.1,210,F6.0225,NACE-21.1,ISIC-210,1,1
21.10,2100,F6.0226,NACE-21.10,ISIC-2100,1,1
21.2,210,F6.0227,NACE-21.2,ISIC-210,1,1
21.20,2100,F6.0228,NACE-21.20,ISIC-2100,1,1
22,22,F6.0229,NACE-22,ISIC-22,1,1
22.1,221,F6.0230,NACE-22.1,ISIC-221,1,1
22.11,2211,F6.0231,NACE-22.11,ISIC-2211,1,1
22.19,2219,F6.0232,NACE-22.19,ISIC-2219,1,1
22.2,222,F6.0233,NACE-22.2,ISIC-222,1,1
22.21,2220,F6.0234,NACE-22.21,ISIC-2220,1,1
22.22,2220,F6.0235,NACE-22.22,ISIC-2220,1,1
22.23,2220,F6.0236,NACE-22.23,ISIC-2220,1,1
22.29,2220,F6.0237,NACE-22.29,ISIC-2220,1,1
23,23,F6.0238,NACE-23,ISIC-23,1,1
23.1,231,F6.0239,NACE-23.1,ISIC-231,1,1
23.11,2310,F6.0240,NACE-23.11,ISIC-2310,1,1
23.12,2310,F6.0241,NACE-23.12,ISIC-2310,1,1
23.13,2310,F6.0242,NACE-23.13,ISIC-2310,1,1
23.14,2310,F6.0243,NACE-23.14,ISIC-2310,1,1
23.19,2310,F6.0244,NACE-23.19,ISIC-2310,1,1
23.2,239,F6.0245,NACE-23.2,ISIC-239,1,1
23.20,2391,F6.0246,NACE-23.20,ISIC-2391,1,1
23.3,239,F6.0247,NACE-23.3,ISIC-239,1,1
23.31,2392,F6.0248,NACE-23.31,ISIC-2392,1,1
23.32,2392,F6.0249,NACE-23.32,ISIC-2392,1,1
23.4,239,F6.0250,NACE-23.4,ISIC-239,1,1
23.41,2393,F6.0251,NACE-23.41,ISIC-2393,1,1
23.42,2393,F6.0252,NACE-23.42,ISIC-2393,1,1
23.43,2393,F6.0253,NACE-23.43,ISIC-2393,1,1
23.44,2393,F6.0254,NACE-23.44,ISIC-2393,1,1
23.49,2393,F6.0255,NACE-23.49,ISIC-2393,1,1
23.5,239,F6.0256,NACE-23.5,ISIC-239,1,1
23.51,2394,F6.0257,NACE-23.51,ISIC-2394,1,1
23.52,2394,F6.0258,NACE-23.52,ISIC-2394,1,1
23.6,239,F6.0259,NACE-23.6,ISIC-239,1,1
23.61,2395,F6.0260,NACE-23.61,ISIC-2395,1,1
23.62,2395,F6.0261,NACE-23.62,ISIC-2395,1,1
23.63,2395,F6.0262,NACE-23.63,ISIC-2395,1,1
23.64,2395,F6.0263,NACE-23.64,ISIC-2395,1,1
23.65,2395,F6.0264,NACE-23.65,ISIC-2395,1,1
23.69,2395,F6.0265,NACE-23.69,ISIC-2395,1,1
23.7,239,F6.0266,NACE-23.7,ISIC-239,1,1
23.70,2396,F6.0267,NACE-23.70,ISIC-2396,1,1
23.9,239,F6.0268,NACE-23.9,ISIC-239,1,1
23.91,2399,F6.0269,NACE-23.91,ISIC-2399,1,1
23.99,2399,F6.0270,NACE-23.99,ISIC-2399,1,1
24,24,F6.0271,NACE-24,ISIC-24,1,1
24.1,241,F6.0272,NACE-24.1,ISIC-241,1,1
24.10,2410,F6.0273,NACE-24.10,ISIC-2410,1,1
24.2,241,F6.0274,NACE-24.2,ISIC-241,1,1
24.20,2410,F6.0275,NACE-24.20,ISIC-2410,1,1
24.3,241,F6.0276,NACE-24.3,ISIC-241,1,1
24.31,2410,F6.0277,NACE-24.31,ISIC-2410,1,1
24.32,2410,F6.0278,NACE-24.32,ISIC-2410,1,1
24.33,2410,F6.0279,NACE-24.33,ISIC-2410,1,1
24.34,2410,F6.0280,NACE-24.34,ISIC-2410,1,1
24.4,242,F6.0281,NACE-24.4,ISIC-242,1,1
24.41,2420,F6.0282,NACE-24.41,ISIC-2420,1,1
24.42,2420,F6.0283,NACE-24.42,ISIC-2420,1,1
24.43,2420,F6.0284,NACE-24.43,ISIC-2420,1,1
24.44,2420,F6.0285,NACE-24.44,ISIC-2420,1,1
24.45,2420,F6.0286,NACE-24.45,ISIC-2420,1,1
24.46,2420,F6.0287,NACE-24.46,ISIC-2420,1,1
24.5,243,F6.0288,NACE-24.5,ISIC-243,1,1
24.51,2431,F6.0289,NACE-24.51,ISIC-2431,1,1
24.52,2431,F6.0290,NACE-24.52,ISIC-2431,1,1
24.53,2432,F6.0291,NACE-24.53,ISIC-2432,1,1
24.54,2432,F6.0292,NACE-24.54,ISIC-2432,1,1
25,25,F6.0293,NACE-25,ISIC-25,1,1
25.1,251,F6.0294,NACE-25.1,ISIC-251,1,1
25.11,2511,F6.0295,NACE-25.11,ISIC-2511,1,1
25.12,2511,F6.0296,NACE-25.12,ISIC-2511,1,1
25.2,251,F6.0297,NACE-25.2,ISIC-251,1,1
25.21,2512,F6.0298,NACE-25.21,ISIC-2512,1,1
25.29,2512,F6.0299,NACE-25.29,ISIC-2512,1,1
25.3,251,F6.0300,NACE-25.3,ISIC-251,1,1
25.30,2513,F6.0301,NACE-25.30,ISIC-2513,1,1
25.4,252,F6.0302,NACE-25.4,ISIC-252,1,1
25.40,2520,F6.0303,NACE-25.40,ISIC-2520,1,1
25.5,259,F6.0304,NACE-25.5,ISIC-259,1,1
25.50,2591,F6.0305,NACE-25.50,ISIC-2591,1,1
25.6,259,F6.0306,NACE-25.6,ISIC-259,1,1
25.61,2592,F6.0307,NACE-25.61,ISIC-2592,1,1
25.62,2592,F6.0308,NACE-25.62,ISIC-2592,1,1
25.7,259,F6.0309,NACE-25.7,ISIC-259,1,1
25.71,2593,F6.0310,NACE-25.71,ISIC-2593,1,1
25.72,2593,F6.0311,NACE-25.72,ISIC-2593,1,1
25.73,2593,F6.0312,NACE-25.73,ISIC-2593,1,1
25.9,259,F6.0313,NACE-25.9,ISIC-259,1,1
25.91,2599,F6.0314,NACE-25.91,ISIC-2599,1,1
25.92,2599,F6.0315,NACE-25.92,ISIC-2599,1,1
25.93,2599,F6.0316,NACE-25.93,ISIC-2599,1,1
25.94,2599,F6.0317,NACE-25.94,ISIC-2599,1,1
25.99,2599,F6.0318,NACE-25.99,ISIC-2599,1,1
26,26,F6.0319,NACE-26,ISIC-26,1,1
26.1,261,F6.0320,NACE-26.1,ISIC-261,1,1
26.11,2610,F6.0321,NACE-26.11,ISIC-2610,1,1
26.12,2610,F6.0322,NACE-26.12,ISIC-2610,1,1
26.2,262,F6.0323,NACE-26.2,ISIC-262,1,1
26.20,2620,F6.0324,NACE-26.20,ISIC-2620,1,1
26.3,263,F6.0325,NACE-26.3,ISIC-263,1,1
26.30,2630,F6.0326,NACE-26.30,ISIC-2630,1,1
26.4,264,F6.0327,NACE-26.4,ISIC-264,1,1
26.40,2640,F6.0328,NACE-26.40,ISIC-2640,1,1
